IDH2hyper	WT1hyper	CEBPahyper	TET2Hyper	IDH1Hyper	DNMT3Ahyper
FYN					
NEDD9					
HDAC2					
DSE					
C6orf105					
ASF1A					
MAN1A1					
NKAIN2					
TPD52L1					
HEY2					
C6orf173					
PHACTR1					
C6orf174					
SAMD3					
STX7					
TAAR5					
C6orf192					
RPS12					
SNORD100					
SNORA33					
SGK1					
C6orf217					
BCLAF1					
RANBP9					
PERP					
KIAA1244					
NHSL1					
RNF182					
HECA					
TXLNB					
CD83					
HIVEP2					
PLAGL1					
C6orf103					
SASH1					
UST					
ZC3H12D					
PCMT1					
RAET1E					
RAET1G					
ULBP1					
PLEKHG1					
MTHFD1L					
AKAP12					
C6orf97					
JARID2					
SYNE1					
FBXO5					
IPCEF1					
OPRM1					
CNKSR3					
TIAM2					
DTNBP1					
ARID1B					
ZDHHC14					
SNX9					
SYNJ2					
SYTL3					
EZR					
OSTCL					
TAGAP					
FNDC1					
PNLDC1					
IGF2R					
AGPAT4					
PARK2					
GMPR					
GMDS					
ATXN1					
PACRG					
RPS6KA2					
RNASET2					
CCR6					
GPR31					
TTLL2					
TCP10					
MLLT4					
SMOC2					
THBS2					
C6orf122					
C6orf208					
FAM120B					
TBP					
FAM8A1					
NUP153					
KIF13A					
MBOAT1					
E2F3					
FLJ22536					
C6orf62					
FAM65B					
SLC17A1					
HIST1H1A					
C6orf195					
BTN3A2					
BTN1A1					
HCG11					
LOC100270746					
C6orf41					
HIST1H2BK					
HIST1H2AH					
POM121L2					
MYLK4					
WRNIP1					
OR2B6					
ZSCAN12L1					
LOC222699					
GPX5					
TRIM27					
OR2H1					
MAS1L					
OR2H2					
GABBR1					
142					
MOG					
HLA-F					
LOC285830					
NCRNA00171					
ZNRD1					
PPP1R11					
RNF39					
TRIM31					
TRIM40					
TRIM10					
TRIM15					
TRIM26					
HLA-L					
HCG18					
TRIM39					
RPP21					
GNL1					
PRR3					
PPP1R10					
C6orf134					
C6orf136					
DHX16					
NRM					
MDC1					
TUBB					
FLOT1					
DDR1					
VARS2					
GTF2H4					
SFTA2					
DPCR1					
MUC21					
HCG22					
PSORS1C1					
PSORS1C2					
CCHCR1					
TCF19					
HCG27					
DUSP22					
MICB					
BAT1					
NFKBIL1					
TNF					
LTB					
LST1					
NCR3					
SNORA38					
BAT2					
BAT3					
C6orf47					
BAT4					
LY6G5C					
LY6G6E					
DDAH2					
CLIC1					
MSH5					
C6orf26					
C6orf27					
VARS					
HSPA1B					
SLC44A4					
EHMT2					
ZBTB12					
C2					
CFB					
RDBP					
SKIV2L					
MIR1236					
TNXB					
STK19					
TNXA					
CYP21A2					
ATF6B					
FKBPL					
PPT2					
PRRT1					
PBX2					
NOTCH4					
C6orf10					
BTNL2					
HLA-DQA1					
HLA-DQA2					
HLA-DQB2					
TAP2					
PSMB9					
HLA-DMB					
BRD2					
HLA-DPB2					
COL11A2					
RXRB					
SLC39A7					
HSD17B8					
RING1					
VPS52					
RPS18					
B3GALT4					
RGL2					
TAPBP					
ZBTB22					
DAXX					
KIFC1					
CUTA					
SYNGAP1					
C6orf227					
ITPR3					
GRM4					
HMGA1					
C6orf1					
NUDT3					
PACSIN1					
SPDEF					
C6orf106					
ANKS1A					
TCP11					
SCUBE3					
ZNF76					
TEAD3					
TULP1					
FKBP5					
LOC285847					
C6orf81					
C6orf126					
SLC26A8					
PNPLA1					
C6orf222					
ETV7					
CDKN1A					
CPNE5					
PI16					
TBC1D22B					
C6orf145					
ZFAND3					
FAM50B					
KCNK17					
KCNK16					
KIF6					
MOCS1					
UNC5CL					
TSPO2					
TREM2					
TREML2					
TREM1					
FOXP4					
MDFI					
PGC					
CCND3					
TAF8					
C6orf132					
GUCA1A					
TRERF1					
UBR2					
C6orf226					
GNMT					
KLHDC3					
C6orf153					
SRF					
CUL9					
TTBK1					
SLC22A7					
ZNF318					
RSPH9					
VEGFA					
TMEM63B					
CAPN11					
SLC29A1					
TMEM151B					
RUNX2					
RCAN2					
PLA2G7					
GPR116					
TNFRSF21					
CDYL					
EXOC2					
EFHC1					
TRAM2					
GSTA1					
FARS2					
DST					
PRIM2					
PTP4A1					
LOC285780					
LY86					
RREB1					
SMAP1					
B3GAT2					
SSR1					
CAGE1					
KCNQ5					
C6orf150					
CD109					
COL12A1					
SNRNP48					
SENP6					
BMP6					
TXNDC5					
PHIP					
ELOVL4					
TTK					
IBTK					
TPBG					
KIAA1009					
SYNCRIP					
CNR1					
GABRR1					
BACH2					
C6orf168					
TSC22D4					
PCOLCE					
TFR2					
GIGYF1					
POP7					
ZAN					
EPHB4					
SLC12A9					
SRRT					
ACHE					
AP1S1					
ZNHIT1					
PLOD3					
CLDN15					
RABL5					
MYL10					
CUX1					
190					
SH2B2					
SPDYE6					
PRKRIP1					
ORAI2					
CYP2W1					
FBXL13					
LRRC17					
NAPEPLD					
PMPCB					
SLC26A5					
C7orf50					
LHFPL3					
ATXN7L1					
FLJ23834					
MIR339					
LAMB1					
C7orf60					
GPER					
GPR85					
MDFIC					
CAV2					
C7orf58					
ARF5					
ARL4A					
SND1					
IMPDH1					
FAM71F2					
FAM71F1					
CCDC136					
FLNC					
KCP					
IRF5					
LOC407835					
NRF1					
MIR182					
UBE2H					
TMEM209					
CPA2					
MEST					
MESTIT1					
MIR335					
MKLN1					
PODXL					
EXOC4					
CALD1					
TMEM140					
C7orf49					
CNOT4					
PL-5283					
CREB3L2					
SVOPL					
KIAA1549					
ZC3HAV1L					
HIPK2					
TBXAS1					
DENND2A					
CLEC5A					
EPHB6					
PIP					
CASP2					
ZYX					
EPHA1					
LOC441294					
CTAGE6					
CUL1					
PDIA4					
ZNF425					
ZNF212					
ZNF783					
ZNF767					
SSPO					
MICALL2					
ZNF862					
ATP6V0E2					
LOC401431					
RARRES2					
GIMAP8					
GIMAP7					
TMEM176B					
TMEM176A					
ABP1					
KCNH2					
NOS3					
ABCB8					
ACCN3					
CDK5					
SLC4A2					
FASTK					
TMUB1					
AGAP3					
ASB10					
NUB1					
WDR86					
RHEB					
PRKAG2					
INTS1					
RBM33					
DNAJB6					
PTPRN2					
MAFK					
TMEM184A					
ESYT2					
WDR60					
LOC154822					
VIPR2					
ELFN1					
MAD1L1					
ITGB8					
FAM20C					
NUDT1					
SNORD93					
SNX8					
GPNMB					
CCDC126					
CHST12					
DFNA5					
OSBPL3					
LFNG					
IQCE					
NFE2L3					
HNRNPA2B1					
TTYH3					
HOXA2					
AMZ1					
HIBADH					
GNA12					
JAZF1					
TRIL					
CHN2					
C7orf41					
ZNRF2					
MIR550-1					
GARS					
CRHR2					
AQP1					
GHRHR					
MIR550-2					
KBTBD2					
FKBP9					
NPSR1					
HERPUD2					
EEPD1					
AOAH					
ELMO1					
EPDR1					
STARD3NL					
LOC349114					
C7orf10					
INHBA					
LOC285954					
SDK1					
GLI3					
HECW1					
STK17A					
URGCP					
AEBP1					
CAMK2B					
ZMIZ2					
C7orf40					
SNORA9					
CCM2					
NACAD					
ADCY1					
TNS3					
FOXK1					
RADIL					
PAPOLB					
ZPBP					
IKZF1					
FIGNL1					
GRB10					
RBAK					
LOC389458					
COBL					
WIPI2					
SLC29A4					
PDGFA					
TNRC18					
FBXL18					
MIR589					
VOPP1					
ACTB					
FKBP9L					
PHKG1					
FSCN1					
LOC650226					
RNF216					
ZNF815					
PRKAR1B					
CYTH3					
RAC1					
106					
DAGLB					
CCT6P1					
VKORC1L1					
GUSB					
GRID2IP					
RABGEF1					
AUTS2					
CALN1					
POM121					
GTF2IRD2P					
TRIM50					
FKBP6					
FZD9					
STX1A					
ELN					
EIF4H					
LAT2					
CLIP2					
NCF1					
STAG3L2					
GATSL1					
NCF1C					
CCL26					
RHBDD2					
POR					
MDH2					
STYXL1					
SRRM3					
YWHAG					
SRCRB4D					
ZP3					
CCDC146					
PHTF2					
TMEM60					
HEATR2					
UNC84A					
ZNF804B					
MGC26647					
CDK14					
CYP51A1					
CDK6					
GNGT1					
ADAP1					
PEG10					
BHLHA15					
TECPR1					
BAIAP2L1					
TMEM130					
SMURF1					
MYH16					
CPSF4					
ZNF789					
ZNF394					
ZNF498					
TRIM4					
MCM7					
MIR25					
MIR93					
GAL3ST4					
STAG3					
SPDYE3					
YWHAZ					
NCALD					
MSRA					
UBR5					
ATP6V1C1					
RP1L1					
C8orf74					
ZFPM2					
ANGPT1					
XKR6					
C8orf12					
FAM167A					
BLK					
GATA4					
NEIL2					
UTP23					
RAD21					
SAMD12					
ENPP2					
DSCC1					
DEPDC6					
COL14A1					
SNTB1					
FAM66A					
ZHX2					
WDR67					
FAM83A					
LOC100131726					
ZHX1					
FBXO32					
ANXA13					
FAM91A1					
TRIB1					
MYC					
PVT1					
MIR1204					
MIR1205					
MIR1207					
MIR1208					
DLC1					
ASAP1					
LRRC6					
TMEM71					
TG					
SLA					
NDRG1					
ST3GAL1					
ZFAT					
COL22A1					
TRAPPC9					
EIF2C2					
DENND3					
SLC45A4					
GPR20					
FLJ43860					
NCRNA00051					
TSNARE1					
BAI1					
ARC					
PSCA					
LY6D					
LY6E					
LOC100133669					
GPIHBP1					
TOP1MT					
MAFA					
ZC3H3					
GSDMD					
C8orf73					
NAPRT1					
EEF1D					
TIGD5					
FAM83H					
SCRIB					
MIR937					
PUF60					
NRBP2					
DLGAP2					
PLEC1					
PARP10					
SPATC1					
OPLAH					
EXOSC4					
BOP1					
HSF1					
DGAT1					
CPSF1					
MIR1234					
SLC39A4					
VPS28					
NFKBIL2					
PPP1R16A					
GPT					
LRRC24					
MGC70857					
KIAA1688					
RPL8					
ZNF7					
MTMR7					
PDGFRL					
ARHGEF10					
KBTBD11					
CSGALNACT1					
MYOM2					
LZTS1					
DOK2					
NPM2					
EPB49					
NUDT18					
HR					
REEP4					
LGI3					
BMP1					
SLC39A14					
SORBS3					
PEBP4					
RHOBTB2					
TNFRSF10B					
TNFRSF10A					
SLC25A37					
ADAM7					
DOCK5					
PPP2R2A					
DPYSL2					
PTK2B					
CHRNA2					
PNOC					
KIF13B					
RBPMS					
GSR					
PROSC					
GPR124					
RAB11FIP1					
STAR					
FGFR1					
TACC1					
PLEKHA2					
ADAM32					
IDO2					
MYST3					
AP3M2					
PLAT					
IKBKB					
DKK4					
VDAC3					
CHRNA6					
KIAA0146					
PRKDC					
ST18					
FAM150A					
LYPLA1					
LYN					
TOX					
CA8					
ASPH					
MCPH1					
ERICH1					
TTPA					
ANGPT2					
AGPAT5					
PDE7A					
XKR5					
RRS1					
ADHFE1					
C8orf44					
DEFA10P					
CPA6					
SLCO5A1					
NCOA2					
TRAM1					
LACTB2					
FAM66B					
UBE2W					
LY96					
DEFB4					
PKIA					
FLJ10661					
TPD52					
ZNF704					
PRAGMIN					
PAG1					
CA1					
MFHAS1					
FAM82B					
DECR1					
FAM92A1					
RBM12B					
PDP1					
GEM					
C8orf38					
PTDSS1					
SDC2					
NIPAL2					
STK3					
ANP32B					
TRIM14					
NANS					
CORO2A					
TBC1D2					
COL15A1					
LPPR1					
ABCA1					
SLC44A1					
FSD1L					
TAL2					
ZNF462					
EPB41L4B					
AKAP2					
PALM2-AKAP2					
LPAR1					
UGCG					
SUSD1					
POLE3					
AMBP					
COL27A1					
DFNB31					
TNC					
TRAF1					
GSN					
STOM					
DAB2IP					
LHX6					
OR1L3					
ZBTB26					
CRB2					
DENND1A					
NEK6					
PSMB7					
GPR144					
NR5A1					
OLFML2A					
RPL35					
FAM125B					
RPL12					
SNORA65					
FAM129B					
C9orf117					
ENG					
ST6GALNAC6					
ST6GALNAC4					
PIP5KL1					
DPM2					
FAM102A					
SLC25A25					
CIZ1					
DNM1					
WDR34					
PKN3					
TBC1D13					
LRRC8A					
CRAT					
PPP2R4					
C9orf50					
METTL11A					
ASB6					
PRRX2					
QRFP					
FIBCD1					
LAMC3					
NTNG2					
GTF3C5					
CEL					
RALGDS					
GBGT1					
ABO					
SNORD24					
SNORD36B					
MED22					
RPL7A					
SNORD36A					
SURF4					
C9orf96					
SLC2A6					
ADAMTSL2					
FAM163B					
DBH					
SARDH					
VAV2					
BRD3					
RXRA					
COL5A1					
FCN2					
MRPS2					
PAEP					
KCNT1					
NACC2					
GPSM1					
CARD9					
DNLZ					
INPP5E					
C9orf163					
NOTCH1					
AGPAT2					
FAM69B					
SNHG7					
SNORA43					
LCN10					
LCN6					
LCN8					
KIAA1984					
C8G					
FBXW5					
PTGDS					
C9orf142					
ABCA2					
C9orf139					
FUT7					
ENTPD2					
UAP1L1					
GRIN1					
ANAPC2					
SSNA1					
NDOR1					
SLC34A3					
FAM166A					
COBRA1					
C9orf167					
EXD3					
ENTPD8					
NELF					
PNPLA7					
EHMT1					
CACNA1B					
SNAPC3					
CNTLN					
RPS6					
FLJ35024					
MOBKL2B					
ENHO					
IL11RA					
CCL19					
C9orf131					
FAM166B					
CD72					
SIT1					
HRCT1					
GLIPR2					
CCIN					
PAX5					
POLR1E					
FBXO10					
FAM75A1					
FAM75A2					
GLIS3					
C9orf68					
PPAPDC2					
AQP7P1					
AQP7P2					
FAM189A2					
TRPM6					
PCSK5					
TLE1					
GKAP1					
C9orf64					
GOLM1					
ISCA1					
DAPK1					
LOC286238					
SECISBP2					
SEMA4D					
CENPP					
ECM2					
C9orf129					
WNK2					
PTPDC1					
CDC14B					
NOX1					
WWC3					
MID1					
GUCY2F					
TMEM164					
PAK3					
CAPN6					
PLS3					
DOCK11					
PGRMC1					
SLC25A43					
ANKRD58					
NDUFA1					
FAM70A					
SH2D1A					
ELF4					
FAM9C					
CCDC160					
CD40LG					
MIR505					
SLITRK4					
LOC100131434					
MTM1					
CD99L2					
VMA21					
CNGA2					
ZNF185					
PNMA5					
BCAP31					
ABCD1					
SRPK3					
PDZD4					
AVPR2					
NAA10					
TMEM187					
IRAK1					
MECP2					
TKTL1					
TEX28					
EMD					
GDI1					
PLXNA3					
UBL4A					
IKBKG					
G6PD					
F8					
F8A3					
F8A1					
F8A2					
BMX					
TMEM27					
MAP3K15					
YY2					
MBTPS2					
SMS					
ACOT9					
VENTXP1					
XG					
